"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.027564757E0,1.601325035E0,1.285074949E0,8.318749815E-2
1.030008141E0,1.595137477E0,1.298412442E0,1.064250022E-1
1.032451601E0,1.601325035E0,1.320412517E0,1.197625026E-1
1.034894910E0,1.617137432E0,1.335124969E0,1.332374960E-1
1.037338370E0,1.639137506E0,1.335124969E0,1.454750001E-1
1.039781757E0,1.662374973E0,1.297312498E0,1.612875015E-1
1.042225141E0,1.669662476E0,1.202024937E0,1.797125041E-1
1.044668526E0,1.659899950E0,1.076074958E0,2.052875012E-1
1.047111910E0,1.646562457E0,9.917874932E-1,2.285249978E-1
1.049555295E0,1.636662483E0,9.466875196E-1,2.505249977E-1
1.051998661E0,1.624562502E0,9.367874861E-1,2.652375102E-1
1.054442045E0,1.619612455E0,9.747374654E-1,2.785750031E-1
1.056885659E0,1.622087479E0,1.034549952E0,2.945249975E-1
1.059329045E0,1.634325027E0,1.107837439E0,3.140499890E-1
1.061772430E0,1.655087471E0,1.187312484E0,3.299999833E-1
1.064215801E0,1.673375010E0,1.227599978E0,3.458124995E-1
1.066659185E0,1.689324975E0,1.237362504E0,3.592875004E-1
1.069102570E0,1.705137491E0,1.221549988E0,3.775750101E-1
1.071545954E0,1.729612470E0,1.191025019E0,3.983374834E-1
1.073989348E0,1.764950037E0,1.138499975E0,4.178625047E-1
1.076432733E0,1.810187459E0,1.065075040E0,4.338124990E-1
1.078876192E0,1.863950014E0,1.006500006E0,4.411000013E-1
1.081319502E0,1.922662497E0,9.992125034E-1,4.350500107E-1
1.083762962E0,1.983712435E0,1.041975021E0,4.190999866E-1
1.086206348E0,2.037474871E0,1.116500020E0,3.983374834E-1
1.088649733E0,2.080237389E0,1.202024937E0,3.848625124E-1
1.091093117E0,2.114475012E0,1.276549935E0,3.812874854E-1
1.093536502E0,2.138812542E0,1.341174960E0,3.898124993E-1
1.095980115E0,2.158337593E0,1.380362511E0,4.081000090E-1
1.098423502E0,2.181575060E0,1.390125036E0,3.958624899E-1
1.100866887E0,2.204812527E0,1.366887450E0,3.958624899E-1
1.103310271E0,2.215812445E0,1.308312535E0,4.263874888E-1
1.105753656E0,2.214575052E0,1.233787537E0,4.716250002E-1
1.108197040E0,2.206049919E0,1.161737442E0,5.229125023E-1
1.110640490E0,2.191337585E0,1.111549973E0,5.669124722E-1
1.113083800E0,2.177999973E0,1.095737457E0,6.036249995E-1
1.115527259E0,2.168099880E0,1.118975043E0,6.329125166E-1
1.117970569E0,2.179100037E0,1.186074972E0,6.573874950E-1
1.120414029E0,2.197525024E0,1.279024959E0,6.769124866E-1
1.122857419E0,2.220762491E0,1.375550032E0,6.914874911E-1
1.125300804E0,2.246337414E0,1.464650035E0,7.049624920E-1
1.127744188E0,2.274387598E0,1.536700010E0,7.196750045E-1
1.130187573E0,2.307387590E0,1.588124990E0,7.464874983E-1
1.132631186E0,2.342862606E0,1.617412448E0,7.904874682E-1
1.135074588E0,2.386862516E0,1.616174936E0,8.405374885E-1
1.137517973E0,2.435674906E0,1.577124953E0,8.907250166E-1
1.139961357E0,2.499199867E0,1.502599955E0,9.358249903E-1
1.142404742E0,2.571387529E0,1.409649968E0,9.700624943E-1
1.144848126E0,2.654437542E0,1.314362526E0,9.957749844E-1
1.147291511E0,2.747250080E0,1.227599978E0,1.006775022E0
1.149734896E0,2.842537403E0,1.154312491E0,1.009112477E0
1.152178280E0,2.937824965E0,1.087212443E0,1.005537510E0
1.154621664E0,3.029537439E0,1.022449970E0,9.993500113E-1
1.157065125E0,3.116162539E0,9.442124963E-1,9.945374727E-1
1.159508506E0,3.195637465E0,8.452125192E-1,9.957749844E-1
1.161951891E0,3.267687559E0,7.206375003E-1,9.981124997E-1
1.164395275E0,3.338500023E0,5.777750015E-1,1.000587463E0
1.166838660E0,3.410687447E0,4.200625122E-1,1.000587463E0
1.169282273E0,3.486449957E0,2.612499893E-1,9.970124960E-1
1.171725650E0,3.567024946E0,1.183874980E-1,9.785875082E-1
1.174169035E0,3.646499872E0,-1.374999993E-4,9.530124664E-1
1.176612419E0,3.723362446E0,-7.961250097E-2,9.187750220E-1
1.179055804E0,3.790600061E0,-1.076624990E-1,8.772500157E-1
1.181499189E0,3.851650000E0,-8.566249907E-2,8.295375109E-1
1.183942573E0,3.906650066E0,-3.808749840E-2,7.782499790E-1
1.186385958E0,3.960412502E0,1.457499992E-2,7.269625068E-1
1.188829417E0,4.014174938E0,5.843750015E-2,6.769124866E-1
1.191272727E0,4.070412636E0,8.043749630E-2,6.267250180E-1
1.193716173E0,4.131462574E0,7.562500238E-2,5.729625225E-1
1.196159559E0,4.191275120E0,4.262499884E-2,5.143874884E-1
1.198602944E0,4.252462387E0,-6.324999966E-3,4.446749985E-1
1.201046328E0,4.308562279E0,-4.537500069E-2,3.641000092E-1
1.203489713E0,4.361087322E0,-5.142499879E-2,2.712875009E-1
1.205933331E0,4.402612686E0,-1.113750041E-2,1.685750037E-1
1.208376718E0,4.430799961E0,8.167500049E-2,5.995000154E-2
1.210820103E0,4.445374966E0,2.124374956E-1,-4.633750021E-2
1.213263487E0,4.451562405E0,3.651999831E-1,-1.403875053E-1
1.215706872E0,4.455137253E0,5.263500214E-1,-2.149125040E-1
1.218150257E0,4.462562561E0,6.828249693E-1,-2.589125037E-1
1.220593641E0,4.473562241E0,8.184000254E-1,-2.699125111E-1
1.223037026E0,4.493087292E0,9.307374954E-1,-2.491499931E-1
1.225480410E0,4.515087605E0,1.010212541E0,-1.966249943E-1
1.227923870E0,4.539562702E0,1.066450000E0,-1.258125007E-1
1.230367262E0,4.562662601E0,1.107975006E0,-4.028749838E-2
1.232810646E0,4.584662437E0,1.149500012E0,4.895000160E-2
1.235254031E0,4.605424881E0,1.195837498E0,1.417624950E-1
1.237697415E0,4.622612476E0,1.254549980E0,2.272875011E-1
1.240140800E0,4.642137527E0,1.331550002E0,3.030500114E-1
1.242584417E0,4.657949924E0,1.424362540E0,3.701499999E-1
1.245027804E0,4.670187473E0,1.531887531E0,4.276250005E-1
1.247471189E0,4.677612305E0,1.640650034E0,4.863374829E-1
1.249914573E0,4.678712368E0,1.745700002E0,5.522000194E-1
1.252357958E0,4.679949760E0,1.838512540E0,6.304374933E-1
1.254801353E0,4.683662415E0,1.910562515E0,7.209125161E-1
1.257244737E0,4.689712524E0,1.953325033E0,8.222500086E-1
1.259688122E0,4.695899963E0,1.955799937E0,9.322500229E-1
1.262131581E0,4.699612617E0,1.931324959E0,1.040874958E0
1.264574968E0,4.706900120E0,1.877562523E0,1.147162437E0
1.267018343E0,4.715425014E0,1.806749940E0,1.243687510E0
1.269461727E0,4.721475124E0,1.727412462E0,1.326874971E0
1.271905341E0,4.726425171E0,1.645462513E0,1.398924947E0
1.274348727E0,4.725187302E0,1.570937514E0,1.451449990E0
1.276792112E0,4.712949753E0,1.512362480E0,1.484449983E0
1.279235491E0,4.699612617E0,1.474412441E0,1.505212545E0
1.281678876E0,4.682425022E0,1.442649961E0,1.517449975E0
1.284122261E0,4.668950081E0,1.404837489E0,1.524737477E0
1.286565645E0,4.656849861E0,1.344887495E0,1.533262491E0
1.289009030E0,4.643374920E0,1.254549980E0,1.540549994E0
1.291452415E0,4.626187325E0,1.129974961E0,1.544262528E0
1.293895799E0,4.606662273E0,9.735000134E-1,1.540549994E0
1.296339259E0,4.579850197E0,8.001124859E-1,1.529687524E0
1.298782645E0,4.541900158E0,6.205375195E-1,1.505212545E0
1.301226030E0,4.493087292E0,4.567750096E-1,1.467262506E0
1.303669421E0,4.432037354E0,3.224374950E-1,1.413499951E0
1.306113034E0,4.367274761E0,2.307250053E-1,1.340212464E0
1.308556190E0,4.302512646E0,1.916749924E-1,1.251112461E0
1.310999803E0,4.240224838E0,2.001999915E-1,1.150874972E0
1.313442954E0,4.179037571E0,2.404875010E-1,1.050775051E0
1.315886567E0,4.122937679E0,2.979624867E-1,9.578250051E-1
1.318329954E0,4.066699982E0,3.517250121E-1,8.735374808E-1
1.320773339E0,4.005650043E0,3.859624863E-1,7.990124822E-1
1.323216723E0,3.940887451E0,3.859624863E-1,7.269625068E-1
1.325660169E0,3.867599964E0,3.602499962E-1,6.573874950E-1
1.328103555E0,3.784549952E0,3.162499964E-1,5.901499987E-1
1.330546940E0,3.694074869E0,2.771999836E-1,5.191999674E-1
1.332990325E0,3.593837500E0,2.612499893E-1,4.508624971E-1
1.335433709E0,3.488787413E0,2.894375026E-1,3.800500035E-1
1.337877328E0,3.382499933E0,3.749625087E-1,3.091000021E-1
1.340320484E0,3.278687477E0,5.130124688E-1,2.382874936E-1
1.342764097E0,3.176112413E0,6.851624846E-1,1.759999990E-1
1.345207253E0,3.068587542E0,8.599249721E-1,1.247124970E-1
1.347650866E0,2.957350016E0,1.018737435E0,8.799999952E-2
1.350094238E0,2.843775034E0,1.147024989E0,6.118749827E-2
1.352537622E0,2.731437445E0,1.237499952E0,4.276249930E-2
1.354981007E0,2.623912573E0,1.287549973E0,2.942499891E-2
1.357424392E0,2.524912596E0,1.308312535E0,2.199999988E-2
1.359867851E0,2.435674906E0,1.302124977E0,1.718750037E-2
1.362311253E0,2.358812571E0,1.266787529E0,1.842499897E-2
1.364754637E0,2.292812586E0,1.189787507E0,2.694999985E-2
1.367198022E0,2.236574888E0,1.067687511E0,4.276249930E-2
1.369641407E0,2.188999891E0,9.039250016E-1,6.847500056E-2
1.372084791E0,2.155999899E0,7.108749747E-1,9.404999763E-2
1.374528190E0,2.126574993E0,5.080624819E-1,1.234750003E-1
1.376971575E0,2.099762440E0,3.137750030E-1,1.515250057E-1
1.379415188E0,2.064287424E0,1.537249982E-1,1.772374958E-1
1.381858575E0,2.017950058E0,3.643750027E-2,2.040500045E-1
1.384301959E0,1.959237456E0,-3.684999794E-2,2.320999950E-1
1.386745368E0,1.893237472E0,-6.861250103E-2,2.663374841E-1
1.389188827E0,1.817474961E0,-6.118749827E-2,3.030500114E-1
1.391632137E0,1.735662460E0,-1.966249943E-2,3.493874967E-1
1.394075597E0,1.653849959E0,4.509999976E-2,4.043875039E-1
1.396518983E0,1.567087531E0,1.183874980E-1,4.666749835E-1
1.398962382E0,1.479087472E0,1.904374957E-1,5.266249776E-1
1.401405766E0,1.391087532E0,2.514874935E-1,5.852000117E-1
1.403849151E0,1.305699944E0,2.942500114E-1,6.474875212E-1
1.406292536E0,1.222512484E0,3.077250123E-1,7.099124789E-1
1.408736149E0,1.145650029E0,2.844874859E-1,7.660124898E-1
1.411179536E0,1.080887437E0,2.319625020E-1,8.210124969E-1
1.413622920E0,1.027125001E0,1.476749927E-1,8.760125041E-1
1.416066305E0,9.879375100E-1,3.643750027E-2,9.272999763E-1
1.418509690E0,9.586499929E-1,-9.666249901E-2,9.700624943E-1
1.420953149E0,9.293624759E-1,-2.407625020E-1,1.004299998E0
1.423396468E0,9.013124704E-1,-3.800500035E-1,1.028774977E0
1.425839927E0,8.658375144E-1,-5.047624707E-1,1.042112470E0
1.428283314E0,8.193625212E-1,-6.000499725E-1,1.043349981E0
1.430726699E0,7.607874870E-1,-6.561499834E-1,1.028774977E0
1.433170092E0,6.875000000E-1,-6.671500206E-1,1.001824975E0
1.435613477E0,5.957875252E-1,-6.280999780E-1,9.615374804E-1
1.438056862E0,4.956874847E-1,-5.475249887E-1,9.200124741E-1
1.440500475E0,3.844499886E-1,-4.314749837E-1,8.833000064E-1
1.442943862E0,2.696374953E-1,-2.934249938E-1,8.503000140E-1
1.445387251E0,1.523499936E-1,-1.516624987E-1,8.197749853E-1
1.447830636E0,3.135000169E-2,-1.237499993E-2,7.867749929E-1
1.450274020E0,-8.951249719E-2,1.159124970E-1,7.501999736E-1
1.452717405E0,-2.142249942E-1,2.331999987E-1,7.099124789E-1
1.455160790E0,-3.485625088E-1,3.504875004E-1,6.621999741E-1
1.457604184E0,-4.890874922E-1,4.860624969E-1,6.084374785E-1
1.460047644E0,-6.307125092E-1,6.473500133E-1,5.522000194E-1
1.462491030E0,-7.687624693E-1,8.244500160E-1,4.973374903E-1
1.464934415E0,-8.970500231E-1,1.006500006E0,4.471499920E-1
1.467377800E0,-1.011999965E0,1.182500005E0,4.081000090E-1
1.469821427E0,-1.112100005E0,1.335124969E0,3.775750101E-1
1.472264814E0,-1.198862553E0,1.451174974E0,3.555749953E-1
1.474708198E0,-1.270912528E0,1.523362517E0,3.420999944E-1
1.477151583E0,-1.327149987E0,1.558699965E0,3.396250010E-1
1.479594968E0,-1.364962459E0,1.558699965E0,3.470500112E-1
1.482038352E0,-1.390674949E0,1.535599947E0,3.603875041E-1
1.484481737E0,-1.406625032E0,1.491600037E0,3.726249933E-1
1.486925121E0,-1.411437511E0,1.437837481E0,3.811500072E-1
1.489368581E0,-1.407724977E0,1.379124999E0,3.800500035E-1
1.491811968E0,-1.393149972E0,1.313125014E0,3.738625050E-1
1.494255358E0,-1.368674994E0,1.232550025E0,3.641000092E-1
1.496698743E0,-1.333199978E0,1.127499938E0,3.518624902E-1
1.499142356E0,-1.290437460E0,9.931625128E-1,3.433375061E-1
1.501585743E0,-1.237912536E0,8.354499936E-1,3.335750103E-1
1.504029127E0,-1.181812525E0,6.681125164E-1,3.250499964E-1
1.506472531E0,-1.126812458E0,5.105375051E-1,3.176249862E-1
1.508915916E0,-1.079100013E0,3.761999905E-1,3.128125072E-1
1.511359300E0,-1.034000039E0,2.686749995E-1,3.140499890E-1
1.513802685E0,-9.923374653E-1,1.916749924E-1,3.201000094E-1
1.516246144E0,-9.582374692E-1,1.366750002E-1,3.383874893E-1
1.518689549E0,-9.264749885E-1,9.267500043E-2,3.678124845E-1
1.521132934E0,-8.970500231E-1,5.733750015E-2,4.105750024E-1
1.523576318E0,-8.727124929E-1,2.433750033E-2,4.581499994E-1
1.526019703E0,-8.507124782E-1,-1.608750038E-2,5.106750131E-1
1.528463088E0,-8.311874866E-1,-5.884999782E-2,5.644375086E-1
1.530906468E0,-8.115249872E-1,-9.913749993E-2,6.109125018E-1
1.533349852E0,-7.969499826E-1,-1.271875054E-1,6.499624848E-1
1.535793236E0,-7.884249687E-1,-1.161874980E-1,6.817250252E-1
1.538236851E0,-7.932375073E-1,-5.018749833E-2,7.134875059E-1
1.540680237E0,-8.127624989E-1,7.067500055E-2,7.489625216E-1
1.543123626E0,-8.494749665E-1,2.404875010E-1,7.977749705E-1
1.545567011E0,-8.970500231E-1,4.397250116E-1,8.552500010E-1
1.548010470E0,-9.508125186E-1,6.510624886E-1,9.235875010E-1
1.550453857E0,-1.004575014E0,8.623999953E-1,9.945374727E-1
1.552897241E0,-1.052287459E0,1.066450000E0,1.067824960E0
1.555340608E0,-1.092574954E0,1.266787529E0,1.138637543E0
1.557783993E0,-1.125574946E0,1.465887547E0,1.208349943E0
1.560227377E0,-1.156100035E0,1.660174966E0,1.271875024E0
1.562670762E0,-1.184149981E0,1.845800042E0,1.327975035E0
1.565114375E0,-1.207387447E0,2.016849995E0,1.379400015E0
1.567557752E0,-1.225812435E0,2.163562536E0,1.419687510E0
1.570001137E0,-1.236675024E0,2.273425102E0,1.447737455E0
1.572444521E0,-1.236675024E0,2.335712433E0,1.455162525E0
1.574887981E0,-1.220862508E0,2.344374895E0,1.445262551E0
1.577331367E0,-1.184149981E0,2.305187464E0,1.413499951E0
1.579774724E0,-1.125574946E0,2.217187405E0,1.363450050E0
1.582218109E0,-1.048575044E0,2.091374874E0,1.291399956E0
1.584661493E0,-9.605749846E-1,1.916749954E0,1.202162504E0
1.587104878E0,-8.629499674E-1,1.700462461E0,1.100824952E0
1.589548262E0,-7.687624693E-1,1.436599970E0,9.138249755E-1
1.591991856E0,-7.407125235E-1,8.868749738E-1,4.483875036E-1
1.594435242E0,-9.960500002E-1,-1.956624985E-1,4.899125099E-1
1.596878627E0,-1.085287452E0,-7.429124713E-1,6.023874879E-1
1.599322012E0,-1.054762483E0,-7.771499753E-1,3.971000016E-1
1.601765396E0,-9.789999723E-1,-6.721000075E-1,2.968625128E-1
1.604208786E0,-1.043762445E0,-8.002499938E-1,4.837250113E-1
1.606652171E0,-1.110862494E0,-7.917249799E-1,6.217749715E-1
1.609095555E0,-1.084049940E0,-4.386250079E-1,5.106750131E-1
1.611539015E0,-1.064525008E0,1.209999993E-2,3.554374874E-1
1.613982391E0,-1.092574954E0,4.067249894E-1,2.993375063E-1
1.616425776E0,-1.167099953E0,6.510624886E-1,3.701499999E-1
1.618869161E0,-1.285624981E0,7.255874872E-1,4.239124954E-1
1.621312774E0,-1.389437437E0,7.207750082E-1,4.641999900E-1
1.623756161E0,-1.474962473E0,6.608250141E-1,4.606249928E-1
1.626199531E0,-1.525012493E0,6.045874953E-1,4.190999866E-1
1.628642916E0,-1.536012530E0,5.618249774E-1,3.603875041E-1
1.631086301E0,-1.512912512E0,5.215374827E-1,2.919124961E-1
1.633529685E0,-1.467674971E0,4.336749911E-1,2.663374841E-1
1.635973070E0,-1.391912460E0,3.273875117E-1,2.173874974E-1
1.638416534E0,-1.278337479E0,2.308624983E-1,1.318625063E-1
1.640859921E0,-1.156100035E0,1.148125008E-1,5.128749833E-2
1.643303306E0,-1.046100020E0,-5.389999971E-2,3.781250119E-2
1.645746690E0,-9.497125149E-1,-2.725250125E-1,6.723749638E-2
1.648190304E0,-8.555250168E-1,-4.680500031E-1,5.623750016E-2
1.650633425E0,-7.517125010E-1,-5.938624740E-1,8.524999954E-3
1.653077039E0,-6.331874728E-1,-6.476249695E-1,-6.847500056E-2
1.655520425E0,-5.098500252E-1,-6.879125237E-1,-1.148125008E-1
1.657963810E0,-3.766124845E-1,-7.466250062E-1,-1.527625024E-1
1.660407195E0,-2.337500006E-1,-8.137249947E-1,-1.967625022E-1
1.662850579E0,-9.569999576E-2,-8.944374919E-1,-2.455749959E-1
1.665294039E0,4.977500066E-2,-9.505375028E-1,-3.042874932E-1
1.667737425E0,1.816374958E-1,-1.012825012E0,-3.396250010E-1
1.670180810E0,3.111625016E-1,-1.045825005E0,-3.738625050E-1
1.672624195E0,4.124999940E-1,-1.078824997E0,-3.933874965E-1
1.675067584E0,5.237374902E-1,-1.054487467E0,-4.141499996E-1
1.677510969E0,6.960250139E-1,-9.054374695E-1,-4.203374982E-1
1.679954354E0,8.841249943E-1,-7.379624844E-1,-3.823874891E-1
1.682397967E0,1.091887474E0,-5.901499987E-1,-3.066250086E-1
1.684841354E0,1.316562533E0,-4.813874960E-1,-2.125750035E-1
1.687284727E0,1.543849945E0,-4.362874925E-1,-1.270499974E-1
1.689728112E0,1.752712488E0,-4.545750022E-1,-4.771250114E-2
1.692171496E0,1.934762478E0,-5.168625116E-1,1.952499896E-2
1.694614956E0,2.089999914E0,-5.963374972E-1,8.181250095E-2
1.697058343E0,2.221862555E0,-6.561499834E-1,1.392875016E-1
1.699501708E0,2.329387426E0,-6.756749749E-1,1.893374920E-1
1.701945093E0,2.417387486E0,-6.598625183E-1,2.358125001E-1
1.704388477E0,2.494387388E0,-6.206749678E-1,2.638624907E-1
1.706831862E0,2.560387373E0,-5.803874731E-1,2.883374989E-1
1.709275475E0,2.622674942E0,-5.498625040E-1,3.041499853E-1
1.711718848E0,2.680012465E0,-5.413374901E-1,3.163875043E-1
1.714162233E0,2.724012375E0,-5.571500063E-1,3.273875117E-1
1.716605617E0,2.763062477E0,-6.048625112E-1,3.286249936E-1
1.719049002E0,2.792487383E0,-6.793875098E-1,3.298625052E-1
1.721492461E0,2.814487457E0,-7.721999884E-1,3.236750066E-1
1.723935771E0,2.825487375E0,-8.784874678E-1,3.176249862E-1
1.726379231E0,2.823012590E0,-9.847750068E-1,3.041499853E-1
1.728822617E0,2.805824995E0,-1.076487541E0,2.821500003E-1
1.731266002E0,2.770487547E0,-1.148537517E0,2.528625131E-1
1.733709629E0,2.722774982E0,-1.203537464E0,2.138125002E-1
1.736153016E0,2.666675091E0,-1.245062470E0,1.673374921E-1
1.738596401E0,2.606724977E0,-1.271875024E0,1.135749966E-1
1.741039785E0,2.546912432E0,-1.291399956E0,6.476250291E-2
1.743483170E0,2.483387470E0,-1.307350039E0,1.223750040E-2
1.745926568E0,2.417387486E0,-1.318349957E0,-3.299999982E-2
1.748369953E0,2.346575022E0,-1.319587469E0,-7.452499866E-2
1.750813413E0,2.268337488E0,-1.302399993E0,-1.135749966E-1
1.753256799E0,2.184050083E0,-1.270637512E0,-1.490499973E-1
1.755700184E0,2.093575001E0,-1.215637445E0,-1.808124930E-1
1.758143592E0,2.002000093E0,-1.138774991E0,-2.028124928E-1
1.760586977E0,1.906712532E0,-1.041012526E0,-2.198625058E-1
1.763030362E0,1.808949947E0,-9.274374843E-1,-2.285249978E-1
1.765473746E0,1.712424994E0,-8.039624691E-1,-2.272875011E-1
1.767917360E0,1.614662528E0,-6.756749749E-1,-2.162874937E-1
1.770360765E0,1.518137455E0,-5.461499691E-1,-1.918125004E-1
1.772804150E0,1.430274963E0,-4.178625047E-1,-1.575749964E-1
1.775247535E0,1.347224951E0,-2.895750105E-1,-1.160499975E-1
1.777690994E0,1.268987536E0,-1.601874977E-1,-7.328750193E-2
1.780134381E0,1.191987514E0,-3.547500074E-2,-2.571249940E-2
1.782577780E0,1.117462516E0,7.933750004E-2,2.199999988E-2
1.785021165E0,1.040462494E0,1.733874977E-1,6.599999964E-2
1.787464550E0,9.648374915E-1,2.369125038E-1,1.075249985E-1
1.789907934E0,8.938875198E-1,2.771999836E-1,1.428624988E-1
1.792351548E0,8.303624988E-1,2.881999910E-1,1.758625060E-1
1.794794915E0,7.693125010E-1,2.699125111E-1,2.015749961E-1
1.797238300E0,7.143124938E-1,2.308624983E-1,2.248124927E-1
1.799681759E0,6.605499983E-1,1.783374995E-1,2.406249940E-1
1.802125069E0,6.055499911E-1,1.220999956E-1,2.528625131E-1
1.804568529E0,5.457375050E-1,5.857500061E-2,2.613874972E-1
1.807011838E0,4.797374904E-1,-3.712499980E-3,2.626250088E-1
1.809455298E0,4.052124918E-1,-6.242499873E-2,2.651000023E-1
1.811898685E0,3.246375024E-1,-1.271875054E-1,2.626250088E-1
1.814342069E0,2.366375029E-1,-2.041874975E-1,2.675749958E-1
1.816785454E0,1.450625062E-1,-2.957625091E-1,2.773374915E-1
1.819229086E0,5.087500066E-2,-3.983374834E-1,2.980999947E-1
1.821672473E0,-4.441250116E-2,-5.120499730E-1,3.273875117E-1
1.824115857E0,-1.432749927E-1,-6.304374933E-1,3.664374948E-1
1.826559242E0,-2.532750070E-1,-7.379624844E-1,4.104374945E-1
1.829002627E0,-3.718000054E-1,-8.149625063E-1,4.617249966E-1
1.831445992E0,-5.048999786E-1,-8.529124856E-1,5.179625154E-1
1.833889452E0,-6.478999853E-1,-8.442500234E-1,5.680124760E-1
1.836332838E0,-8.006625175E-1,-8.064374924E-1,6.230124831E-1
1.838776223E0,-9.582374692E-1,-7.539125085E-1,6.755374670E-1
1.841219608E0,-1.117050052E0,-6.964374781E-1,7.293000221E-1
1.843663011E0,-1.270912528E0,-6.536750197E-1,7.830625176E-1
1.846106625E0,-1.416387439E0,-6.353874803E-1,8.430125117E-1
1.848550011E0,-1.545912504E0,-6.426749825E-1,9.113500118E-1
1.850993396E0,-1.659487486E0,-6.756749749E-1,9.846374989E-1
1.853436766E0,-1.760825038E0,-7.331500053E-1,1.054350019E0
1.855880150E0,-1.847587466E0,-8.149625063E-1,1.112925053E0
1.858323610E0,-1.928300023E0,-9.164375067E-1,1.161875010E0
1.860766996E0,-2.007637501E0,-1.022724986E0,1.205875039E0
1.863210381E0,-2.106637478E0,-1.124062538E0,1.276687503E0
1.865653771E0,-2.253212452E0,-1.199825048E0,1.401262522E0
1.868097155E0,-2.456024885E0,-1.229112506E0,1.610262513E0
1.870540540E0,-2.662549973E0,-1.154587507E0,1.878937483E0
1.872984153E0,-2.809124947E0,-8.516749740E-1,2.145274878E0
1.875427540E0,-2.901937485E0,-3.042874932E-1,2.311512470E0
1.877870944E0,-2.975224972E0,3.957250118E-1,2.326087475E0
1.880314329E0,-3.032700062E0,1.147024989E0,2.208800077E0
1.882757789E0,-3.072987556E0,1.853224993E0,2.016987562E0
1.885201098E0,-3.091274977E0,2.421375036E0,1.793412447E0
1.887644558E0,-3.092512369E0,2.774475098E0,1.566262484E0
1.890087950E0,-3.076699972E0,2.880762577E0,1.360975027E0
1.892531334E0,-3.032700062E0,2.759762526E0,1.191162467E0
1.894974719E0,-2.950749874E0,2.455475092E0,1.040874958E0
1.897418332E0,-2.828649998E0,2.027987480E0,8.820624948E-1
1.899861719E0,-2.668600082E0,1.542887449E0,6.927250028E-1
1.902305113E0,-2.493837595E0,1.044450045E0,4.641999900E-1
1.904748498E0,-2.316737413E0,5.399624705E-1,2.333374918E-1
1.907191883E0,-1.011999965E0,-2.149125099E0,6.364874840E-1
1.909635267E0,1.040462494E0,-5.018887520E0,1.943699956E0
1.912078727E0,1.248224974E0,-4.321350098E0,1.816650033E0
1.914522132E0,8.413624763E-1,-2.460562468E0,9.798250198E-1
1.916965517E0,4.541625082E-1,-7.869125009E-1,1.856250018E-1
1.919408902E0,2.513499856E-1,3.944875002E-1,-1.747625023E-1
1.921852515E0,9.866999984E-1,-5.513750017E-2,4.299624860E-1
1.924295902E0,1.854187489E0,-6.073374748E-1,1.012825012E0
1.926739281E0,1.796712518E0,2.881999910E-1,7.720624804E-1
1.929182666E0,1.624424934E0,1.126262546E0,4.972000122E-1
1.931626051E0,1.413087487E0,1.704174995E0,3.799124956E-1
1.934069435E0,1.446087480E0,1.707887530E0,6.377249956E-1
1.936512895E0,1.835899949E0,1.105499983E0,1.161875010E0
1.938956266E0,1.915237546E0,1.076212525E0,1.046924949E0
1.941399651E0,1.766187549E0,1.390262485E0,6.327750087E-1
1.943843036E0,1.617137432E0,1.558837533E0,2.773374915E-1
1.946286420E0,1.488849998E0,1.564887524E0,1.952499896E-2
1.948729805E0,1.481562495E0,1.313262463E0,5.857500061E-2
1.951173385E0,1.672137499E0,7.378249764E-1,3.799124956E-1
